,Date,User,Tweet
3922,2019-05-12 17:09:08+00:00,sheetanshk,"@BDUTT @washingtonpost @washingtonpost  : dude she just compared a bozo to @MichelleObama : Mam, i dont know much about YOU  BUT i know enough about #RahulGandhi and #INC... That no sane person can be compared with the Insane #RahulGandhi."
3923,2019-05-12 17:09:01+00:00,CoolRahulBajaj,"#LokSabhaElections2019
#MeraVoteModiKo
As it is only because of Modi govt that now the entire country is integrated with a single tax regime. Till 2014, no action &amp; only talk of GST by UPA. It is Modi govt that finally made GST a reality &amp; is successfully implementing it
NaMo App"
3924,2019-05-12 17:08:28+00:00,CoolRahulBajaj,"#LokSabhaElections2019
#MeraVoteModiKo
Because it is the Modi government that declared a historic 10% reservation to economically weaker sections &amp; empowered them with more opportunities. Whereas UPA govt kept on promising reservations &amp; never delivered 
via NaMo App"
3925,2019-05-12 17:08:06+00:00,CoolRahulBajaj,"#LokSabhaElections2019
#MeraVoteModiKo
Pending for 40 years, OROP demand of our armed forces was repeatedly neglected by the Congress govt. It is the Modi govt that delivered OROP &amp; is now successfully implementing it.
via NaMo App"
3926,2019-05-12 17:07:49+00:00,CoolRahulBajaj,"#LokSabhaElections2019
#AayegaTohModiHi
#MeraVoteModiKo
For bringing unparalleled change by decisive actions for the benefit of the nation that changed India's destiny in the last 5 years. The citizens of the country pledge their vote for PM Modi.    
via NaMo App"
3927,2019-05-12 17:07:33+00:00,RaghuramanMenon,"#Loksabhaelections2019 I'm with sense of responsibility saying again and again that BJP has Crossed Halfway Mark their own today, then why our own People, Legal Mafia/ NCBN/ KCR lead factions meeting to discuss about a front that doesn't have any stand its #PhirEkBaarModiSarkar"
3928,2019-05-12 17:07:18+00:00,CoolRahulBajaj,"#LokSabhaElections2019
#MeraVoteModiKo
For taking India out of one of the darkest decades in its history under Congress. It is with Modi govt's laws &amp; reforms like IBC, transparent spectrum auction, etc greater accountability &amp; transparency has been brought. 
via NaMo App"
3929,2019-05-12 17:01:35+00:00,bharatirv,"Thank God, no absurd comment from #BJPTracker #LokSabhaElections2019 so called #Hindu on this #MothersDay2019. For your kind information it's originated from #Greeks and officially celebrated by #UnitedStates, it's not a Hindu fest on May 12th. Now get up #BJP, #RSS  and boycott."
3930,2019-05-12 16:59:29+00:00,SunilDh90230621,"I request respected modi ji plz pass a law that voting is must becose it cost too much to govt. Fine should be dubbel of the cost of election expences per parson. JAI HIND JAI BHARAT. #PMModi 
#LokSabhaElections2019"
3931,2019-05-12 16:58:24+00:00,ganeshmahnar,@prasannavishy @TheJaggi Even 32% vote share will give 10-12 seats to #BJP
3932,2019-05-12 16:55:37+00:00,anup071254,"@IndiaToday @iindrojit The #TMC workers are most decent &amp; approachable People in Bengal's Political arena &amp; at other states where Party presence is there! 
#TMC people are Politically Sensitive &amp; NOT communally sensitive! 
Basic difference between #BJP &amp; ???
@KOLLEO @JYOTIPRAKASLOVE  @tanwi_das"
3933,2019-05-12 16:49:08+00:00,padale_abhijeet,"With there goofups Modi &amp; his team've turned #BJP into #BhartiyaJokeParty, No body takes them seriously😂😂😂"
3934,2019-05-12 16:42:10+00:00,InayatBhana,@ndtvfeed @ndtv Didn't he have this sort of mindset when he was in #BJP ?
3935,2019-05-12 16:41:11+00:00,urlivelyfriend,"@sumanthraman ""We have thought of this already. We are planning to install the Radar system on Moon and Mars. I'm sharing for the first time--There are people in #BJP who are less educated but have wonderful knowledge."" 
-- @narendramodi"
3936,2019-05-12 16:39:29+00:00,firensour1011,@IndianExpress Burlesque at best. ..this from a tall leader of a party which didn't give a single ticket to #Muslim candidate in #UttarPradesh polls!!! 😑😶 #LokSabhaElections2019 #BJP #JustAsking @BT_India @thewire_in @the_hindu @FinancialXpress @moneycontrolcom @ndtv @republic @timesofindia
3937,2019-05-12 16:37:50+00:00,sunil_kumarpg,"The truth is no1 knows who is winning, some r more confident some not so much !! Only fact is BJP will be the single largest party !! Keep calm and watch out for the 23rd !! Long live this vibrant democracy where only citizens are the true “King Maker” !! #LoksabhaElections2019"
3938,2019-05-12 16:34:03+00:00,darshilg,"@Tejasvi_Surya @kunalkamra88 ये कुछ ज्यादा नहीं हो गया...?
When crimals join party that's what u get n even worst whn thy get power.

Evry1 know what these politicians do with law when they comes into power.

It's true 4 #BJP #Congress n every political party in #India.
I hope in this election ppl slap them."
3939,2019-05-12 16:30:57+00:00,govindarajan60,"#NarendraModi  TOI - Dynasty can make you party chief, but it doesn't bring vision, wisdom: Modi's dig at Rahul.  I was a ABVP activist long tome ago, .25p jansangi, but still Sorry Mr Modi, vision and dynasty do match at times😀"
3940,2019-05-12 16:30:32+00:00,MAHESHKANDASWAM,"@rashtrapatibhvn
@MVenkaiahNaidu
@narendramodi
@RahulGandhi
@MallikarjunINC
@INCIndia
@BJPLive
@EPSTamilNadu
@OPSTamilNadu
RAHUL CAN BE HAPPY! Sr CONGRESS LEADER SHRI.MALLIKARJUNA KARGE,MP HAS PREDICTED CONGRESS WILL EMERGE VICTORIOUS IN MORE THAN 40 SEATS
#LokSabhaElections2019"
3941,2019-05-12 16:29:15+00:00,anshulsingal,@sakshijoshii These 9 percent voters are core #bjp voters...
3942,2019-05-12 16:28:28+00:00,profpratap,"Young India18+
You are the rising SUN above horizon. We are heliacal ( near Sun but visible) stars around you.  Remember !Your vote is precious and significant not only to Sh. Modi Ji &amp; BJP but  to all of us. 🕉. @BJP4India #LokSabhaElections2019"
3943,2019-05-12 16:28:03+00:00,Sanjay_Tiya,"@vijayanandelias @bainjal Perfect. Really this questions I asked many times to myself. Yet did not get any suitable answer. 

Due Smriti Irani #kanhaiya4begusaraiKumar born. #arunjaitley Horrible performance, took #BJP in backfoot."
3944,2019-05-12 16:27:48+00:00,rakesh97raj,@AskAnshul @AnupamPKher Yes becouse it is related to #BJP if this typ of thing is done by any #BJP Candidate than #Democracy &amp; Freedom of Expression is in #Danger
3945,2019-05-12 16:26:30+00:00,december_author,"@PragyaBhushan1 I don't understand why anyone who supports BJP is called Bhakt and others are called Liberals/Intellectuals. I hold 4 degrees and around 20 Certifications, know 30+ software and am reading Puranas n epics since I was 14 and I support #BJP and #AyegaToModiHi"
3946,2019-05-12 16:14:52+00:00,ganeshmahnar,"#Bengal next phase is Kolkata and it's surrounding, the stake is too high for #TMC. #BJP seems have an upper hand in #NorthKolkata constituency. Many #TMC stalwarts in fray Saugat Roy, Sudip Bandyopadhyay and the most important Abhishek Banerjee."
3947,2019-05-12 16:13:50+00:00,priyanka81_INC,Nirav Modi &amp; Vijay Mallya escaped when CBI office was densely covered by CLOUDS 😂 #RahulGandhi #Congress #PriyankaGandhi
3948,2019-05-12 16:12:03+00:00,ganesh_nayana,"@ShobhaBJP @INCIndia @kharge The language he spoke defines his true character. He who cannot respect the country's PM, will never have respect to the public opinion as well! #truth #modiagain #bjp"
3949,2019-05-12 16:09:18+00:00,ganeshmahnar,The last two phases of today's 8 seats and 19 May 9 seats are very crucial for #TMC. They won all 17 last time. Even a single seat loss will bring their tally down to 30/42. Their booth level machinery today faced hurdle in #Bankura and #Purulia from resurgent #BJP .
3950,2019-05-12 16:02:36+00:00,PrashantPandhi,"So many names in my family not on voting list, in Panchkula and Delhi..Shocking #LokSabhaElections2019 #May23WithArnab #Chowkidar Narendra Modi"
3951,2019-05-12 16:00:05+00:00,Ujjwal_Nanda_05,"#VotingRound6 #LokSabhaElections2019 #Phase6 #DelhiVotes #DelhiDecides Best KLPD .. when you go for a voting n ur  name is not in the voting list.....Har Har Modi. Swaad agaya.
@abpnewstv @ndtv"
3952,2019-05-12 15:53:35+00:00,Itssaurabh,@sambitswaraj #AntiOdiya Darpok @sherryontopp  - who support #Pakistan and hate #IndianArmy - All Odiya ppl must teach a lesson to this #PakPremiSidhu the joker !! #Convertible5in1 #BJP #HuaToHua
3953,2019-05-12 15:51:27+00:00,rawat00001,How many seats for BJP after 6th phase completed ?? Whats your predictiion ? #VoteKar #Verdict2019 #LokSabhaElections2019 #Phase6
3954,2019-05-12 15:49:38+00:00,vikram140gulati,#BJP will struggle to reach the three figure mark #LokSabhaElections2019
3955,2019-05-12 15:46:41+00:00,vikram140gulati,#BJP is going out
3956,2019-05-12 15:45:03+00:00,PhotoLife24,"Modi and Clouds hahaha... #WhatAnIdiot .. #India has stupid idiotic leaders and HE IS LEADING BY EXAMPLE!!!
#StupidPMModi #BJPsuck #India #Politicians #BJP #Clouds #Radar #LOL 🤣🤣🤣 #MeraBharatMahaan #Sarcasm"
3957,2019-05-12 15:38:27+00:00,iamnumpty,"Please buy lemon and chillies timely, sever shortage is expected as PM @narendramodi is about to open a  tendor to buy Nimbu Mirchi for all Fighter jets, for next surgical strikes.  #Bjp #BJP_भगाओ_देश_बचाओ #saynotobjp"
3958,2019-05-12 15:38:01+00:00,aniketdas1186,@digvijaya_28 sir you didnt casted your VOTE #MadhyaPradesh #GeneralElection2019 #BJP #SadhviPragya
3959,2019-05-12 15:35:01+00:00,SubratN,"@KukretiVivek @RenukaJain6 @DrGPradhan @TajinderBagga Yes, #LokSabhaElections2019 is revolving around 1 figure #NarendraModi @narendramodi wether it is #BJP or @INCIndia or #MahaGathbandhan it is like 1 #Krishna made 5 pandavas fight against 100 kauravas &amp; gifted them Hastinapur 
#AyegaToModiHi 
#ModiHaiTohMumkinHai 
#ModiFor2019"
3960,2019-05-12 15:31:34+00:00,Mediarama2,"Why are #BJP spokespersons so disgustingly aggressive, confrontational n abusive?  This Mamta whatever on Sarah Jacob’s programme was intolerable. You don’t have 2 shout n scream w/out letting others speak. Awful! #NDTV @ndtv"
3961,2019-05-12 15:21:38+00:00,vikram140gulati,These #BJP 'spokes' are trained warriors - nalke walah
3962,2019-05-12 15:19:16+00:00,vikram140gulati,That uncouth from #BJP is howling @ndtv #Biduri
3963,2019-05-12 15:16:08+00:00,lalitsahoo,"@BJP4India #TCExitPoll   All India Tally (543 seats) 
#BJP 291 ± 14 Seats
#Cong 57 ± 9 Seats
#NDA 340 ±14 Seats
#UPA 70 ±9 Seats
Others 133 ±11 Seats"
3964,2019-05-12 15:15:56+00:00,jimkimmit,"@sagarikaghose @BJP4India @AITCofficial Lol, why would #BJP would be desperate, thy don't have anything to loose, which is @MamataOfficial"
3965,2019-05-12 15:15:49+00:00,reach4smiles,@timesofindia @priyankagandhi  yes #BJP will make govt.... U start praying ki land chor kaise bachega n fraud ela bhai kaise bachega
3966,2019-05-12 15:11:01+00:00,SK171999,"Just like #arnabgoswami made career of that bad interview by #RahulGandhi !
#kunalkamra &amp; #dhruvrathe made careers out of #modi 
#LokSabhaElections2019
#JayegaToModiHi  #AayegaToModiHi
#HuaTohEmployment 😂😂"
3967,2019-05-12 15:08:32+00:00,nallaganesh,"@rvaidya2000 Another interesting thing is #RahulGandhi wanted us to believe he can repair Helicopter; Modi wanted us to believe he was a war plane avionics specialist 😀😀😀

#LokSabhaElections2019"
3968,2019-05-12 15:08:24+00:00,WatchDogIND,So where do you think #BJP stands now.
3969,2019-05-12 15:04:29+00:00,ajayanil_wbkgp,"#23May2019NationWithNamo After Seeing the Enthusiasm Towards Electing Modi Ji in Kharagpur I Confidently Say That #AbkiBaarPhirModiSarkar #VotingRound6 
#LoksabhaElections2019"
3970,2019-05-12 15:03:14+00:00,nallaganesh,"@rvaidya2000 2014 Election it was High Corruption, High Inflation, High Price Rise. 2019 just opposite. Opposition had no issues to berate the Govt; it was all about defeating Modi.

#LokSabhaElections2019"
3971,2019-05-12 15:02:09+00:00,AnakFuschia,"Out of curiosity can't INC members vote on their own free will, I mean is there a way for their leadership to check each and every vote of their members? #INC #IglesiaNiCristo"
3972,2019-05-12 14:56:35+00:00,WatchDogIND,"My prediction for #IndianElections2019
#AyegaTohModiHi
#BJP 300 (-/+ 20)
#NDA 360 (-/+ 10)"
3973,2019-05-12 14:44:55+00:00,Scorpion1007,@TimesNow @sambitswaraj Truth and criticism always hurt. If the same writer would write all good things abt #bjp clown then it would become an achievement to appear on the front page of TIME. Pathetic #bjp losers.
3974,2019-05-12 14:44:40+00:00,Dayasaras,"@ashokepandit #Modi very simple!! 
@PoojaShali 
Bcoz #ModiHiAayega 
#LokSabhaElections2019"
3975,2019-05-12 14:38:25+00:00,seedhadilse,"How much are #KaranThapar &amp; #LtColAjayShukla genuine enough for me to accept them at face value on issues that are against the #Modi or #BJP #NDA Government ? Please educate me, I Look for balance. I wish to believe them on #BalakotNumbers but they sound totally biased."
3976,2019-05-12 14:29:53+00:00,AKLalB,"@derekobrienmp @H_D_Devegowda @RahulGandhi @mkstalin @yadavakhilesh @ncbn @ArvindKejriwal @PawarSpeaks @laluprasadrjd @OmarAbdullah @MehboobaMufti @YaswantSinha @yadavtejashwi @HemantSorenJMM @HardikPatel_ @DrAMSinghvi @SharadYadavMP @jigneshmevani80 U All jokers shall lose elections &amp; deposits too #Elections2019 #election #BJP win 304 seats #NDA 416 seats win all #India #Elections2019results #ArvindKejriwal, @MamataOfficial #MP #Karnataka #Rajasthan #Chattisgarh Govts shall fall in #May"
3977,2019-05-12 14:29:02+00:00,Princetweetbook,"@airnewsalerts In 2014 when modi waves was there across the country, Mamta won 34 seats.
Now with Cctv without Cctv she will take minimum 40 seats. No worries.
#LokSabhaElections2019"
3978,2019-05-12 14:27:02+00:00,iamsafayet,@sardesairajdeep I know the results sir. Supreme leader modiji will win with super majority. All the libtards will eat their words. #ModiTohGaya #MeraVoteModiKo #BJP
3979,2019-05-12 14:26:44+00:00,anbokshi,"#BengalPollViolence #trinamool #BJP #WestBengal #GKSS Political violence in Bengal is v Old.Since early 70's it has remain an integral part of Bengali Political Culture.@MamataOfficial came 2 power with  PROMISE OF PORIBARTAN,Bengalis EXPECTED end of violence. Didi adds violence"
3980,2019-05-12 14:25:21+00:00,NarenRa52950220,"#IndiaElections2019  I voted for BJP but I am not supporting Manoj Tiwari, #PMO #BJP"
3981,2019-05-12 14:20:52+00:00,cool_vik_laccha,"@MamataOfficial may get someone arrest for making a #Meme of hers but why #Courts give 14 days judicial custody of such arrested and not bail to them, what should be courts process in such cases ? From Jadabpur professor to now howrah #Bjp worker apart from #Mamta law to answer."
3982,2019-05-12 14:17:20+00:00,VineshKataria,"""Hua to Hua..."" New Punch Line of Modi ji &amp; He encash it like anything...#LokSabhaElections2019"
3983,2019-05-12 14:17:15+00:00,umakantsingh_IN,"Difference between Modi-Rahul &amp; me, for Modi-Rahul, their party people and their media fighting, for me whole 135 cr fighting! #LokSabhaElections2019 #phase6 #votinground6 Rajgarh #modikhanmarketjibe"
3984,2019-05-12 14:15:07+00:00,vikram140gulati,The fourth #BJP chakka out #IPL2019Final
3985,2019-05-12 14:10:56+00:00,umakantsingh_IN,Country rejecting politics of Sonia- Lalu-Modi-Naidu-Abdullah-Owaisi for #NewRINDIA! A historic political shift in country! #LokSabhaElections2019 #phase6 #votinground6 Rajgarh @NitishKumar
3986,2019-05-12 14:06:33+00:00,bhuvikal,"@AB_BJP @Kumaran92023000 @INCIndia Shocking!! How Cong ldrs treat women, their kids watch n learn. Is this the Love @RahulGandhi talking about ? Is this the NYAY and women empowerment of #RahulGandhi ? Horrifying!! The man must be arrested immediately. @INCIndia #CongressNeverAgain"
3987,2019-05-12 14:06:09+00:00,vtchakarova,"India’s huge election has begun, which is also seen as a referendum on current PM Modi. Birds tell me that #Modi will manage to claim a second mandate against #Gandhi. #IndianElections2019 #BJP #NarendraModi"
3988,2019-05-12 14:04:03+00:00,giridorna,"Why I like Rahul over Modi? An ignorant is much better than arrogant who thinks he knows all
#LokSabhaElections 
#LokSabhaElections2019 
#VotingRound6"
3989,2019-05-12 14:02:59+00:00,TriptiRTiwari,"@narendramodi Indore is One of the 6 seats in #MadhyaPradesh which has since 1989  only Elected #BJP MP's..

Looking at the crowd in this rally, looks like the Tradition of this seat only voting for @BJP4India Will continue Eternally &amp; Unendingly..

#MeraVoteModiKo 
#LokSabhaElections2019"
3990,2019-05-12 14:00:25+00:00,TIPUSUL21744522,@PresidentVerde I guess Now Ur backing of #BJP from outside will stop....You may Take Rest now..
3991,2019-05-12 13:59:28+00:00,PVenkatGandhi,"#Loksabhaelections2019
23rd May 2019
The most important number that matters to me is
BJP + INC &lt; 272
This is essential to achieve following :
1. To remove the false notion India is lead by Two Parties ( BJP or INC )
2. Federal Politics as Glue for Faster Progress of diverse India"
3992,2019-05-12 13:55:50+00:00,RumanSpeaks,@TimesNow This #development has done by #modi and his party #BJP hats off. #Elections2019
3993,2019-05-12 13:50:26+00:00,umakantsingh_IN,"I don't consider Modi a politician, for 45 yrs he toiled  with fraudsters' alignment programme, no amount of his creating ""cloud"" over his deeds of jobless India, even over Khan Market or  on Chauhan Market,to stop his defeat in 2019! @Mayawati #LokSabhaElections2019 #phase6"
3994,2019-05-12 13:48:59+00:00,krraj_stylo,@mahesht72 @preeti112019 @arungiri Then you should accept too #KanhaiyaKumar has not done #antinational act ...hare you refer means #bjp because you are defending here bjp
3995,2019-05-12 13:47:49+00:00,SureshR28976791,@doddala @nandyalamanoj80 I’m shocked after seeing his fake management skills....with this knowledge he ruled #Gujarath &amp; #India &amp; #BJP...great
3996,2019-05-12 13:47:03+00:00,eclecticinvestr,@ananth1960 Correction. #BJP stays.
3997,2019-05-12 13:45:28+00:00,NEELisPREET,"Fake propaganda by #AAP made it clear for #DelhiVoters to #VoteForBJP &amp; for #EastDelhi to #vote for #GautamGambhir ✌️

#delhivotekar #DelhiVotes #Modi #MeraVoteModiKo #KejriwalKiKutai #ModiHaiToMumkinHai #BJP #shah4modianurag #ModiDobara #AayegaTohModiHi #6thphase #ModiOnceMore"
3998,2019-05-12 13:38:41+00:00,umakantsingh_IN,"#BengalPollviolence, why it is so, wherever BJP trying to make its foot-prints, violence there, Kerala, Bengal, NE, Odisha, like lightning , first violence reaches, then jumla speeches of Modi?#LokSabhaElections2019 #phase6 #votinground6 Rajgarh #DelhiVotes"
3999,2019-05-12 13:36:48+00:00,Itssaurabh,@FarahKhanAli And if she wins that means Universe that was created by God helped her 😎😊 #Bhopal #BJP #Congress #MrBantadhar #PakPremi #AntiIndianForces
4000,2019-05-12 13:35:23+00:00,vikram140gulati,Next time anyone sees anybody of these #BJP people out there boot them out #KhanMarket
4001,2019-05-12 13:32:25+00:00,SinghNiraz,"@Atheist_Krishna CSK = #MahaGhathbandhan 
MI = #BJP
can not wait for 23rd of may, #mostrelevent 🤞"
4002,2019-05-12 13:32:11+00:00,tripathi_ankitt,"@satishacharya @newssting1 Omg I got that what he does in remain 21 hours... I have never seen like him who spend lots of time in science,1st was #Nicole #Tesla (15-18 hours study time) nd second is #narendraModi (18-21 hours) #tesla made AC nd #modi making #fool every second of the day. #DividerInChief 🤣"
4003,2019-05-12 13:29:58+00:00,LPK1981,"PM @narendramodi standing with @rahulgandhi is advised by @AmitShah that we are at last phase of #LokSabhaElections2019 

Modiji: what, I am just getting started!

Rahul Gandhi faints!"
4004,2019-05-12 13:28:28+00:00,vikassoftware93,#bjp – voting in the 2019 Lok Sabha elections
4005,2019-05-12 13:27:02+00:00,imridul2k,"@ANI Around 30 May 2019, Modi will swear as PM.
Around 30 June 2019, BJP will form their govt not only in #Karnataka but also in  #MadhyaPradesh

#LokSabhaElections2019 
#MeraVoteModiKo 
#AayegaTohModiHi 
#KahoDilSeBJPPhirse"
4006,2019-05-12 13:25:46+00:00,travilish,"Three seats are key indicator seats in #Elections2019 :Begusarai, Bhopal &amp; Gurdaspur. If BJP wins them all then it will do good on its own.
Congress is in chance to win Bhopal and Gurdaspur and if it does win both, then it will do better than expected in #LokSabhaElections2019"
4007,2019-05-12 13:23:31+00:00,vikram140gulati,Getting more puerile by the minute - who trains these spokesperson of the #BJP #BJP_भगाओ_देश_बचाओ
4008,2019-05-12 13:22:43+00:00,being_abhi,Not good news for diggy raja....Huzur n berada bjp occupied assembly seats polled above 70 % ...Whereas cong led 2 assemblies couldn't poll 60 %. #LokSabhaElections2019
4009,2019-05-12 13:19:26+00:00,deepakbudki,@abpnewstv @MamataOfficial must be seeing #RSS &amp; #BJP workers in dreams not allowing her to sleep. She needs to consult some psychiatrist before she is sent to lunatic Asylum. Her meme shows shape of things to come. #Bengal #Elections2019 #ElectionResults
4010,2019-05-12 13:19:09+00:00,yadav17_yadav,"@one_by_two I am voter from Bhopal, so I thought by going to your logic if I vote congress than I will be choosing a pappu pm involved in corruption case with a family background of same corruption. This will be more dangerous for my country to choose a corrupt man. SO VOTED FOR SADHVI #BJP"
4011,2019-05-12 13:18:58+00:00,News247urdu,"Viral: What A Funny Campaigning Ever Has Done For BJP

#VotingRound6 #Phase6  #DelhiVotes  #LokSabhaElections2019 #BJP"
4012,2019-05-12 13:16:42+00:00,ramanmann1974,"Seems, #BJP is in for a big shock in #Haryana
#Rohtak #Sonipat is firmly in #Congress's kitty; while #Bhiwani #Ambala #Kurukshetra will go to the wire &amp; #Hisar too is not going BJP's way
Seems the equation will change drastically before #assembly elections, which r due this year"
4013,2019-05-12 13:13:39+00:00,vikram140gulati,#INSVirat #FireFighting the skies - #CloudCover #Purse #Oranges #Mangoes - #NorthKorea come in there's space for you in #India - #Modi can keep you too #LokSabhaElections2019
4014,2019-05-12 13:13:27+00:00,Narendersharma,"Two of the world's greatest leader.
Both are doing extremely well in their job.
So, Morning - Voted for our respected PM.
Evening - Cheering up for Thala (MSD)
Salute to both of them.
#CSK #CSKvMI #Yellove #ThalaDhoni #ModiDobara #leader #Respect #bjp"
4015,2019-05-12 13:11:23+00:00,OvaisSultanKhan,"Our areas topped in voting in Delhi.

Muslims one-sided voted for @INCIndia candidate @SheilaDikshit in North East Delhi.

People beyond their likes and political affiliations forged an informal alliance against Modi.

This vote was against Modi.

#LokSabhaElections2019"
4016,2019-05-12 13:08:45+00:00,OvaisSultanKhan,"I voted for @INCIndia candidate @SheilaDikshit in North East Delhi.

This vote was against Modi regime's oppression.

#LokSabhaElections2019"
4017,2019-05-12 13:08:35+00:00,sshanker69,"#TMCGUNDAgardi #bjp
HOW,TYAGI,IS SO POLITE,GENTLE,TO DAY TEACHING LESSON,ON #violence #anjana #aajtak,MANY TIMES #TYAGI,SHOWED HIS DRAMA,NAUTANKI,VIOLENCE IN,DEBATE PATRA Vs Tyagi?SHARMA HAD THROWN,WATER-GLASS ON HIS OPPONENT? IT RESULT WET COAT OF ANCHOR,WHOLE COUNTRY IS WITNESS"
4018,2019-05-12 13:08:05+00:00,iamAyushJha,"@Election_in @IamIconoclast 1 thing is clear from WB vote %,it's #BJP now."
4019,2019-05-12 13:06:30+00:00,Preetam_Sinha,@HittsVora True there is a #DirectPositiveCorrelation between success OF  #BJP and increase in #MiddleClass @BJP4India gaining ground in #RuralIndia and #lowIncomeGroup through welfare to the right population is a dent to @INCIndia and other regional parties forming #Thagbandan
4020,2019-05-12 13:04:38+00:00,PhoenixOnMyBack,"So #Modi did a #RahulGandhi.
(Not sure who is being insulted more in this sentence 😳👆) #clouds #radar #RadarModi"
4021,2019-05-12 12:59:14+00:00,shakeelvahora89,@touche_always @BabaGlocal Look at this actor who is asking to vote for the terrorist “Pragya Thakur”. Seriously??? Your the supporter of the terrorist that means he is also the of the terrorist!#TerroristFamily #BJP #Stayoutofthis
4022,2019-05-12 12:58:49+00:00,krsnakhandelwal,The level of violence in #WestBengal of #Didi is indicating that it's going to be end of her there. Her end is not translating in gain for #CPM and #Congress means it is going to prosper under #BJP . #Modi has already declared that development of east has to catch up with rest.
4023,2019-05-12 12:57:00+00:00,PreetuYadav,#chowkidar #NarendraModi #DeshKeDilMeiModi #ModiHiAayega all are giving votes to #BJP just because the face of the party #NarendraModi #JitegaModiJitegaBharat
4024,2019-05-12 12:55:31+00:00,itsrajatpanwar,@sagarikaghose @BJP4India @AITCofficial Do not monkey balance the violence of TMC goons....BJP candidates supporters are getting killed and attacked continuously but not a single attack on TMC. But you guys are filth and sold out #LokSabhaElections2019
4025,2019-05-12 12:54:20+00:00,Anadinidhana,"@ANI Frustration level of #congress leaders at its peak, @kharge words shows he is losing in #kalburgi very badly against #BJP"
4026,2019-05-12 12:51:07+00:00,bhavya369,"@SirJadeja The ratio I see is 87%:13% but somehow BJP isn't going to get majority. That should be counted as victory for Congress party and it's supporters. 
#AyegaTohModiHi #BJP"
4027,2019-05-12 12:50:06+00:00,anup071254,"@TimesNow @rsprasad @navikakumar xxxxx manipulating Counting or already ""pre-programed"" #CHIP of #EVMs or ??? 
How #BJP saying that they WIN !!!"
4028,2019-05-12 12:45:22+00:00,HowardRoark25,@donkeypost @iKabirBedi I think he is also planning to join #BJP...like every ass of the film.industry is doing
4029,2019-05-12 12:42:25+00:00,ShlokamS,"#LokSabhaElections2019 

There is no Modi wave in the air"
4030,2019-05-12 12:42:05+00:00,ajayrara,"@parinsheth Thats what my tweet says, running a govt n talking on tv is totally different...if #modi cud not do it who the fuck #RahulGandhi is to run #India ...Better to go with best choice...its not easy to run #India"
4031,2019-05-12 12:41:28+00:00,Hit1Hitesh,@TIME magazine is hiring Pakistani editors who tell great PM of #narendramodi a india's devider. Mr. Editor Aatish you need a future education in editorium to lern Modi and his popularity. This dosent increase poor sales performans of Time magazine.
4032,2019-05-12 12:34:23+00:00,raokanakamedala,"Pak Air force: We have radar
Modi: We have CLOUDS💪
Bakths: Bharath Matha ki Jai
-KC Kotha

#SaveNation 
#LokSabhaElections2019 
#SaveDemocracy
#NotModiAgain"
4033,2019-05-12 12:32:47+00:00,pradeep_kl,@kdevforum @bjparvind @blsanthosh @rajeev_mp @drashwathcn @AmitShahOffice @BSYBJP @PCMohanMP @unitedbengaluru @BJP4Karnataka @BJPKarITCell @nsitharaman @Tejasvi_Surya @Dkhallirising @RAshokaBJP @bjparvind i am not able to c any sensible work done in favour of public or development of #Mahadevpura Constituency in ur Apr report. As per the report looks like u took 1 month vacation from ur official work as an MLA and worked for #BJP for #2019Elections!!!
4034,2019-05-12 12:30:53+00:00,KiritVastani,"@iPratikshaShah @RahulGandhi If #INC were to loose current LS Election would Mr R Gandhi step down from his present role as d President &amp; going forward #INC 2 appoint suitable candidate 2 take over d party, ready for next election?

Party can find suitable person from its core support from d Muslim community"
4035,2019-05-12 12:30:12+00:00,delhison,@KumarKunalmedia Advantage #BJP  #Delhi
4036,2019-05-12 12:24:15+00:00,umakantsingh_IN,"BJP not going to cross 105, Congress 55, so it coming historic united India govt 400 plus!#LokSabhaElections2019 #phase6 #votinground6"
4037,2019-05-12 12:23:18+00:00,ravinc1812,@rohini_sgh Quite natural because there are only #BJP voters in Delhi
4038,2019-05-12 12:23:07+00:00,milindmanojmodi,"A 18 year newly voter...
Man : whom you voted for..
Smart boy : ""Main nahi bataonga.. ki maine BJP ko vote diya hai..."" @narendramodi @PMOIndia @AmitShah @Rao_InderjitS
#BJP #FirstVote"
4039,2019-05-12 12:17:50+00:00,DemoCrazyHai,"#VotingRound6
#LokSabhaElections2019 
Where are all the married men and women, why are we left with these pyar k dushman💔
1️⃣ Modi
2️⃣ Rahul
3️⃣ Mayawati
4️⃣ Mamata
☢️☢️☢️☢️☢️☢️☢️☢️☢️☣️
Please support 
💕Hema @dreamgirlhema 
💖 Jaya 
OR
💘 Urmila @OfficialUrmila 
FOR PM 💝💝"
4040,2019-05-12 12:12:08+00:00,IVijayboi,@RaiSahab20 @ECISVEEP #ECI is #colluding ? Entire #Bengal should go to repoll under #Prez rule. #BJP voters are not allowed to #vote. Pictures of #booth #capturing doing rounds on SM.
4041,2019-05-12 12:11:32+00:00,umakantsingh_IN,"@KTRTRS @ysjagan @Mayawati @MamataOfficial Historic “massive"" mandate in making 4 a govt without BJP-Congress-left,there should be no confusion, I DON’T believe in EVM issuesor any unfair talks, nothing2stop decimation of BJP-Congress, I know it 24x7 in charge of whole country!#loksabhaelections2019 #phase6 #votinground6"
